0,0,30380,37504,34160
1,0,30384,37480,34208
2,0,30400,37424,34248
3,0,30404,37384,34320
4,0,30408,37340,34376
5,0,30376,37256,34496
6,0,30348,37188,34584
7,0,30320,37108,34648
8,0,30288,37028,34704
9,0,30256,37000,34732
10,0,30216,36936,34744
11,0,30164,36848,34776
12,0,30064,36752,34842
13,0,29980,36744,34832
14,0,29968,36664,34840
15,0,29938,36600,34904
16,0,29888,36544,34920
17,0,29824,36476,34984
18,0,29776,36416,35016
19,0,29728,36388,35024
20,0,29712,36288,35044
21,0,29664,36248,35104
22,0,29644,36216,35048
23,0,29640,36140,35032
24,0,29564,36064,35052
25,0,29452,36012,35096
26,0,29360,35976,35040
27,0,29280,35948,34996
28,0,29228,35900,35000
29,0,29170,35804,35028
30,0,29140,35720,35104
31,0,29104,35644,35192
32,0,29072,35572,35320
33,0,29024,35504,35432
34,0,28984,35432,35488
35,0,28956,35320,35536
36,0,28912,35192,35608
37,0,28880,35056,35656
38,0,28848,34948,35688
39,0,28817,34848,35712
40,0,28768,34736,35752
41,0,28700,34596,35848
42,0,28624,34460,35968
43,0,28536,34348,36088
44,0,28440,34284,36192
45,0,28348,34168,36240
46,0,28288,34064,36232
47,0,28224,33928,36240
48,0,28136,33816,36260
49,0,28072,33704,36280
50,0,28000,33624,36256
51,0,27930,33504,36240
52,0,27856,33416,36252
53,0,27784,33320,36248
54,0,27704,33252,36256
55,0,27624,33152,36248
56,0,27540,33072,36256
57,0,27456,32988,36280
58,0,27404,32904,36368
59,0,27320,32820,36448
60,0,27256,32752,36492
61,0,27176,32664,36552
62,0,27088,32568,36576
63,0,27020,32464,36600
64,0,26944,32344,36636
65,0,26840,32240,36656
66,0,26752,32120,36616
67,0,26672,32032,36612
68,0,26604,31896,36608
69,0,26536,31792,36620
70,0,26444,31712,36616
71,0,26360,31608,36640
72,0,26304,31520,36656
73,0,26226,31448,36648
74,0,26162,31376,36664
75,0,26106,31320,36688
76,0,26072,31280,36720
77,0,26032,31248,36720
78,0,26001,31200,36748
79,0,25976,31160,36760
80,0,25968,31128,36776
81,0,25968,31096,36784
82,0,25968,31096,36816
83,0,25996,31096,36848
84,0,26024,31096,36896
85,0,26024,31120,36920
86,0,26052,31120,36920
87,0,26108,31152,36960
88,0,26168,31176,37000
89,0,26204,31204,37016
90,0,26276,31224,37064
91,0,26364,31268,37128
92,0,26416,31320,37176
93,0,26468,31348,37208
94,0,26552,31384,37234
95,0,26616,31412,37296
96,0,26672,31448,37306
97,0,26752,31472,37320
98,0,26816,31520,37344
99,0,26888,31560,37344
100,0,26940,31596,37392
101,0,26978,31644,37416
102,0,27008,31696,37424
103,0,27032,31708,37432
104,0,27056,31740,37458
105,0,27080,31792,37496
106,0,27080,31824,37524
107,0,27104,31872,37584
108,0,27112,31946,37648
109,0,27112,32016,37552
110,0,27136,32052,37516
111,0,27140,32088,37528
112,0,27152,32120,37528
113,0,27148,32160,37552
114,0,27176,32264,37520
115,0,27224,32312,37440
116,0,27244,32352,37384
117,0,27288,32388,37392
118,0,27314,32448,37416
119,0,27336,32504,37436
120,0,27356,32560,37498
121,0,27420,32664,37488
122,0,27488,32712,37440
123,0,27536,32804,37484
124,0,27568,32852,37504
125,0,27628,32924,37504
126,0,27712,33000,37512
127,0,27788,33064,37496
128,0,27840,33160,37506
129,0,27936,33248,37516
130,0,28036,33352,37552
131,0,28106,33458,37553
132,0,28168,33544,37608
133,0,28242,33644,37616
134,0,28312,33736,37672
135,0,28380,33872,37716
136,0,28448,33976,37706
137,0,28552,34136,37746
138,0,28612,34232,37712
139,0,28692,34384,37720
140,0,28776,34504,37712
141,0,28848,34616,37764
142,0,28920,34764,37788
143,0,28976,34904,37828
144,0,29088,35032,37856
145,0,29196,35192,37876
146,0,29268,35352,37912
147,0,29336,35520,37944
148,0,29432,35656,37956
149,0,29508,35816,37980
